#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
D09      1993       NA 19930501 19930928 595642 449108 1591  4.90 414    NA  5.55 600    NA   .05   2.03   1.10   3.33   2.03   1.15   3.38
D10      1993       NA 19930507 19930928 592529 472644 1191  3.62 506    NA    NA  NA   .17    NA   1.83  -2.00   -.17   1.83  -2.00   -.17
D11      1993       NA 19930507 19930929 587819 467256 1395  2.99 462    NA  2.68 600    NA    NA   1.38    .23   1.61   1.38    .23   1.61
D12      1993       NA 19930501 19930928 600129 445190 1649  5.24 454    NA  5.03 600    NA    NA   2.38    .64   3.02   2.38    .64   3.02
Dy12     1993       NA 19930507 19930929 581259 463236 1575  2.65 460    NA  2.93 600    NA    NA   1.22    .54   1.76   1.22    .54   1.76
G04      1993 19921003 19930501 19930908 583685 445612 1670  4.90 463    NA  4.93 600    NA    NA   2.27    .69   2.96   2.27    .69   2.96
Gv02     1993       NA 19930501 19930908 580964 438097 1496    NA  NA    NA    NA  NA    NA   .04     NA   -.13     NA     NA   -.10     NA
Gv03     1993       NA 19930501 19930908 582199 441150 1618    NA  NA    NA    NA  NA    NA   .04     NA    .27     NA     NA    .31     NA
K06      1993 19921005 19930510 19930929 570438 460326 1968  4.89 493    NA  4.60 600    NA   .09   2.41    .35   2.76   2.41    .44   2.85
S04      1993 19921003 19930509 19930907 558039 419232 1200  4.67 480    NA  2.20 600    NA    NA   2.24   -.92   1.32   2.24   -.92   1.32
Si03     1993 19921003 19930509 19931008 557221 414992 1131  5.06 498    NA  2.33 600    NA    NA   2.52  -1.12   1.40   2.52  -1.12   1.40
Si05     1993       NA 19930509 19930907 561242 423086 1306  5.81 453    NA  4.28 600    NA    NA   2.63   -.06   2.57   2.63   -.06   2.57
Ske-93   1993       NA 19930502       NA 589697 427758 1397  5.91 442    NA    NA  NA    NA    NA   2.61     NA     NA   2.61     NA     NA
T01      1993 19920928 19930511 19931008 542227 426080  767  2.38 601    NA    NA  NA  3.73    NA   1.43  -5.16  -3.73   1.43  -5.16  -3.73
T02      1993 19920929 19930511 19931008 545089 425420  991  2.88 535    NA    NA  NA  1.21    NA   1.54  -2.75  -1.21   1.54  -2.75  -1.21
T03      1993       NA 19930511 19931008 549511 426850 1126  3.35 519    NA    NA  NA   .04    NA   1.74  -1.78   -.04   1.74  -1.78   -.04
T04      1993       NA 19930510 19931008 554211 428460 1257  3.78 500    NA  1.65 600    NA    NA   1.89   -.90    .99   1.89   -.90    .99
T05      1993 19921004 19930510 19930908 562726 431361 1405  5.12 490    NA  3.32 600    NA    NA   2.51   -.52   1.99   2.51   -.52   1.99
T06      1993       NA 19930510 19930908 567476 434186 1505  4.86 490    NA  3.52 600    NA    NA   2.38   -.27   2.11   2.38   -.27   2.11
T07      1993       NA 19930509 19930908 571436 436421 1592  5.18 481    NA  4.22 600    NA    NA   2.49    .04   2.53   2.49    .04   2.53
T08      1993 19921005 19930509 19930908 574063 438267 1648  5.25 480    NA  4.28 600    NA    NA   2.52    .05   2.57   2.52    .05   2.57
Tu02     1993       NA 19930511 19931008 546082 425723 1028  2.19 502    NA    NA  NA  2.17    NA   1.10  -3.27  -2.17   1.10  -3.27  -2.17
Tu06     1993       NA 19930511 19931008 552761 427985 1226  3.21 498    NA   .88 600    NA    NA   1.60  -1.07    .53   1.60  -1.07    .53
Tu08     1993       NA 19930510 19930908 556505 429129 1297  3.75 491    NA    NA  NA    NA    NA   1.84     NA     NA   1.84     NA     NA
Tu14     1993       NA 19930511 19931008 543704 426069  902  2.55 549    NA    NA  NA  2.65    NA   1.40  -4.05  -2.65   1.40  -4.05  -2.65
