#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
E01      2020 20191019 20200429 20201008 663157 468435  759   .96 567    NA    NA  NA  5.51   .04    .55  -6.06  -5.51    .55  -6.02  -5.47
E02      2020 20191019 20200429 20201008 662401 465578  950  1.50 579    NA    NA  NA  3.79   .05    .87  -4.66  -3.79    .83  -4.61  -3.77
E03      2020 20191019 20200429 20201008 661921 460967 1187  3.67 494    NA   .67 600   .00   .35   1.81  -1.41    .40   1.66  -1.06    .60
E04      2020 20191019 20200429 20201008 661894 457789 1287  5.10 478    NA  1.81 600   .00   .35   2.44  -1.35   1.09   2.19  -1.00   1.19
E07      2020       NA 20200429 20201013 671472 464745 1071  3.87 480    NA    NA  NA   .86   .05   1.86  -2.72   -.86   1.86  -2.67   -.81
E08      2020       NA 20200429 20201013 671991 467213  952  2.40 503    NA    NA  NA  2.27   .04   1.21  -3.48  -2.27   1.21  -3.44  -2.23
E09      2020       NA 20200429 20201013 668450 467522  978  3.22 536    NA    NA  NA  1.70   .05   1.73  -3.43  -1.70   1.73  -3.38  -1.65
E10      2020       NA 20200429       NA 667152 465888 1290  7.26 526    NA    NA 600    NA    NA   3.81     NA     NA   3.81     NA     NA
Fl01     2020 20191018 20200429 20201008 647950 440714 1346  5.78 487    NA  3.00 600   .00   .24   2.81  -1.01   1.80   2.41   -.77   1.64
G02      2020 20191020 20200502 20201012 582067 439529 1565  3.84 470    NA  2.03 600   .00   .26   1.80   -.58   1.22   1.72   -.32   1.40
G03      2020 20191020 20200502 20201012 583098 442490 1658  3.93 466    NA  2.46 600   .00   .35   1.83   -.35   1.48   1.60   -.00   1.59
G04      2020 20191020 20200502 20201012 584058 445465 1687  4.05 486    NA  2.63 600   .00   .33   1.97   -.39   1.58   1.83   -.06   1.77
Go1      2020 20191020 20200503 20201010 575936 452589 1759  4.11 483    NA  2.82 600   .00   .29   1.99   -.30   1.69   1.80   -.01   1.79
Haab     2020 20191020 20200503 20201010 577206 428433 1729  4.38 450    NA  3.23 600   .00   .56   1.97   -.03   1.94   1.78    .53   2.31
Hof01    2020 20191019 20200429 20201008 663200 452993 1140  3.80 458    NA   .15 600   .00   .12   1.74  -1.65    .09   1.62  -1.53    .09
K01      2020 20191020 20200503 20201012 554420 454348 1045  2.09 560    NA    NA  NA  2.95   .02   1.18  -4.13  -2.95   1.18  -4.11  -2.93
K02      2020 20191020 20200503 20201012 556144 453715 1168  1.86 566    NA    NA  NA  2.00   .07   1.05  -3.05  -2.00   1.04  -2.98  -1.93
K03      2020 20191020 20200503 20201012 558790 452704 1292  2.22 430    NA    NA  NA  1.26   .19    .96  -2.22  -1.26    .94  -2.03  -1.08
K04      2020 20191020 20200503 20201012 562140 450864 1485  3.10 476    NA   .67 600   .00   .17   1.48  -1.07    .40   1.44   -.90    .54
K05      2020 20191020 20200503 20201012 567561 451416 1677  3.93 447    NA  2.17 600   .00   .28   1.76   -.46   1.30   1.52   -.18   1.35
K06      2020 20191020 20200503 20201010 570653 460610 1944  4.88 443    NA  4.30 600   .00   .41   2.16    .42   2.58   1.72    .83   2.55
K07      2020 20191020 20200503 20201012 562471 443241 1530  3.35 471    NA  1.21 600   .00   .28   1.58   -.85    .73   1.55   -.57    .97
Oer01    2020       NA 20200502       NA 614985 390426 1825  9.68 489    NA    NA 600    NA    NA   4.74     NA     NA   4.74     NA     NA
S01      2020 20191129 20200503 20201010 556867 402078  712  1.11 542    NA    NA  NA  4.82   .00    .60  -5.42  -4.82    .60  -5.42  -4.82
S02      2020 20191021 20200503 20201010 557494 411650 1000  3.82 556    NA    NA  NA   .72   .08   2.12  -2.84   -.72   2.12  -2.76   -.64
S04      2020 20191021 20200503 20201010 557995 419125 1155  3.45 514    NA    NA  NA   .16   .14   1.77  -1.93   -.16   1.68  -1.79   -.11
S05      2020 20191021 20200503 20201010 569268 427417 1449  4.10 467    NA  1.70 600   .00   .32   1.91   -.89   1.02   1.80   -.57   1.23
Ske02    2020       NA 20200501 20201010 596877 419611 1179  3.67 477    NA   .16 600   .00   .14   1.75  -1.65    .10   1.75  -1.51    .24
Ske03    2020       NA 20200501 20201010 599891 423703 1299  5.01 487    NA  2.06 600   .00   .23   2.44  -1.20   1.24   2.44   -.98   1.46
Ske04    2020 20191019 20200501 20201010 603260 427677 1398  4.33 481    NA  1.80 600   .00   .23   2.08  -1.00   1.08   2.08   -.77   1.31
Ske05    2020 20191019 20200501 20201010 606813 431696 1473  4.79 470    NA  2.21 600   .00   .32   2.25   -.92   1.33   1.99   -.61   1.38
Skf00    2020 20191022 20200428 20201008 650161 420953  946  4.06 525    NA    NA  NA   .46   .00   2.13  -2.59   -.46   2.13  -2.59   -.46
Skf01    2020 20191018 20200428 20201008 641133 425235 1282  5.82 493    NA  2.60 600   .00   .24   2.86  -1.30   1.56   2.51  -1.06   1.46
T02-20   2020 20191021 20200504 20201012 544677 425031  889  1.65 589    NA    NA  NA  3.36   .00    .97  -4.33  -3.36    .97  -4.33  -3.36
T03      2020 20191021 20200504 20201012 549480 426459 1065  1.54 540    NA    NA  NA  2.65   .09    .83  -3.48  -2.65    .83  -3.39  -2.56
T04      2020 20191021 20200504 20201012 555138 428651 1219  3.34 501    NA    NA  NA   .03   .13   1.70  -1.73   -.03   1.61  -1.60    .01
T05      2020 20191021 20200504 20201012 561966 430526 1344  3.83 465    NA   .93 600   .00   .22   1.78  -1.22    .56   1.63  -1.00    .63
T06      2020 20191021 20200504 20201012 567089 434348 1466  4.04 480    NA  1.93 600   .00   .24   1.92   -.76   1.16   1.77   -.52   1.26
T07      2020 20191020 20200504 20201012 571313 436354 1562  4.18 468    NA  2.33 600   .00   .30   1.95   -.55   1.40   1.85   -.25   1.59
T08      2020 20191020 20200503 20201010 574038 438274 1635  4.04 466    NA  2.60 600   .00   .29   1.88   -.32   1.56   1.70   -.03   1.67
