#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
Bru      2021 20201008 20210501 20211015 645994 465906  892  1.70 540    NA    NA  NA -4.16   .12    .92  -5.08  -4.16    .90  -4.95  -4.05
Bud      2021 20201008 20210501 20211015 643673 458802 1136  3.12 490    NA    NA  NA -1.33   .22   1.53  -2.86  -1.33   1.41  -2.64  -1.24
D05      2021 20201010 20210505 20211016 599597 468615 1203  2.65 498    NA    NA  NA -1.94   .23   1.32  -3.27  -1.94   1.27  -3.04  -1.77
D07      2021 20201010 20210505 20211016 596202 461180 1376  3.03 455    NA    NA  NA  -.49   .28   1.38  -1.87   -.49   1.17  -1.59   -.42
D09      2021 20201010 20210505 20211016 595513 449076 1586  3.81 474    NA  1.17 600    NA   .33   1.81  -1.10    .70   1.55   -.77    .78
D12      2021 20201010 20210505 20211016 596008 443865 1648  4.56 464    NA  2.09 600    NA   .36   2.11   -.86   1.25   1.78   -.50   1.29
E01      2021 20201008 20210502 20211015 663147 468432  757  1.14 570    NA    NA  NA -5.45   .01    .65  -6.10  -5.45    .61  -6.09  -5.47
E02      2021 20201008 20210502 20211015 662394 465580  949  2.83 514    NA    NA  NA -3.21   .16   1.45  -4.67  -3.21   1.40  -4.51  -3.11
E03      2021 20201008 20210502 20211015 661913 460960 1187  4.49 479    NA    NA  NA  -.24   .22   2.14  -2.38   -.24   1.79  -2.16   -.37
E04      2021 20201008 20210502 20211015 661896 457789 1286  4.95 481    NA  1.25 600    NA   .16   2.38  -1.63    .75   2.03  -1.47    .56
E07      2021 20201013 20210506 20211015 671472 464751 1070  4.04 531    NA    NA  NA -2.21   .16   2.15  -4.36  -2.21   2.09  -4.19  -2.10
E08      2021 20201013 20210506 20211015 671990 467216  950  2.99 555    NA    NA  NA -3.18   .10   1.66  -4.84  -3.18   1.62  -4.74  -3.11
Fl01     2021 20201008 20210501 20211015 647949 440710 1344  4.96 457    NA  1.77 600    NA   .17   2.27  -1.21   1.06   2.02  -1.03    .99
G02      2021 20201012 20210505 20211016 582064 439527 1565  3.81 470    NA  1.54 600    NA   .27   1.81   -.89    .92   1.55   -.62    .93
G03      2021 20201012 20210505 20211016 583096 442492 1658  3.49 450    NA  1.07 600    NA   .28   1.57   -.93    .64   1.22   -.65    .57
G04      2021 20201012 20210505 20211016 584057 445460 1687  3.77 460    NA  1.56 600    NA   .39   1.73   -.80    .94   1.40   -.41   1.00
Go1      2021 20201010 20210505 20211016 575939 452585 1758  3.70 470    NA  1.49 600    NA   .28   1.76   -.87    .89   1.47   -.59    .88
Haab     2021 20201010 20210503 20211016 577208 428433 1728  4.45 440    NA  2.07 600    NA   .42   1.95   -.71   1.24   1.39   -.29   1.10
Hof01    2021 20201008 20210502 20211015 663201 452998 1140  3.36 594    NA    NA  NA  -.42   .08   2.00  -2.41   -.42   1.87  -2.33   -.45
K01      2021 20201012 20210505 20211017 554398 454362 1040   .93 630    NA    NA  NA -4.40   .05    .58  -4.98  -4.40    .56  -4.93  -4.37
K02      2021 20201012 20210505 20211017 556142 453715 1167  1.50 484    NA    NA  NA -3.24   .10    .73  -3.97  -3.24    .66  -3.86  -3.21
K03      2021 20201012 20210505 20211017 558788 452704 1290  2.00 500    NA    NA  NA -2.60   .14    .99  -3.60  -2.60    .80  -3.46  -2.65
K04      2021 20201012 20210504 20211017 562137 450859 1484  2.87 454    NA    NA  NA -1.22   .20   1.30  -2.52  -1.22   1.13  -2.32  -1.19
K05      2021 20201012 20210505 20211017 567565 451397 1677  3.80 483    NA  1.78 600    NA   .33   1.83   -.77   1.07   1.55   -.43   1.12
K06      2021 20201010 20210505 20211016 570653 460612 1944  4.01 478    NA    NA  NA    NA   .35   1.92     NA     NA   1.51     NA     NA
K07      2021 20201012 20210504 20211017 562470 443240 1529  2.90 455    NA   .03 600    NA   .19   1.32  -1.30    .02   1.04  -1.11   -.07
Oer01    2021       NA 20210603       NA 614982 390389 1825 11.21 530    NA    NA  NA    NA   .00   5.97     NA     NA   5.97     NA     NA
S01      2021 20201010 20210504 20211127 556867 402080  707   .65 665    NA    NA  NA -5.02   .05    .43  -5.45  -5.02    .43  -5.40  -4.97
S02      2021 20201010 20210504 20211127 557497 411649  999  1.67 542    NA    NA  NA -2.87   .17    .91  -3.78  -2.87    .82  -3.60  -2.78
S04      2021 20201010 20210504 20211020 557989 419125 1155  2.80 529    NA    NA  NA -1.03   .06   1.48  -2.51  -1.03   1.34  -2.44  -1.10
S05      2021 20201010 20210504 20211017 569272 427415 1448  3.89 446    NA  1.19 600    NA   .09   1.73  -1.02    .71   1.42   -.93    .49
Ske02    2021 20201010 20210503 20211016 596865 419605 1178  3.16 503    NA    NA  NA  -.30   .04   1.59  -1.89   -.30   1.45  -1.85   -.40
Ske03    2021 20201010 20210503 20211016 599893 423703 1298  3.62 521    NA   .83 600    NA   .14   1.75  -1.25    .50   1.52  -1.11    .41
Ske04    2021 20201010 20210503 20211016 603258 427675 1397  3.36 463    NA   .86 600    NA   .14   1.56  -1.04    .52   1.32   -.90    .42
Ske05    2021 20201010 20210503 20211016 606814 431695 1471  3.57 459    NA  1.08 600    NA   .16   1.64   -.99    .65   1.32   -.83    .49
Skf00    2021 20201008 20210501 20211015 650178 420910  949  3.68 574    NA    NA  NA -1.82   .05   2.11  -3.93  -1.82   2.11  -3.88  -1.77
Skf01    2021 20201008 20210501 20211015 641126 425253 1282  5.00 489    NA  1.45 600    NA   .17   2.44  -1.57    .87   2.19  -1.40    .80
T01      2021       NA 20210504 20211127 542589 424217  727   .35 500    NA    NA  NA -6.45   .05    .17  -6.63  -6.45    .17  -6.58  -6.40
T02      2021 20201012 20210504 20211127 544706 425039  887   .63 549    NA    NA  NA -4.35   .07    .35  -4.69  -4.35    .35  -4.62  -4.28
T03      2021 20201012 20210504 20211017 549482 426453 1064  1.54 600    NA    NA  NA -2.39   .01    .92  -3.30  -2.38    .83  -3.29  -2.46
T04      2021 20201012 20210504 20211017 555138 428645 1218  2.58 480    NA    NA  NA -1.09   .07   1.24  -2.33  -1.09   1.11  -2.26  -1.14
T05      2021 20201012 20210504 20211017 561958 430531 1344  3.20 474    NA    NA  NA  -.01   .10   1.52  -1.52   -.01   1.29  -1.42   -.12
T06      2021 20201012 20210504 20211017 567098 434339 1466  3.42 470    NA   .64 600    NA   .21   1.61  -1.23    .38   1.37  -1.02    .35
T07      2021 20201012 20210504 20211017 571306 436344 1561  3.60 478    NA  1.48 600    NA   .29   1.72   -.83    .89   1.42   -.54    .88
T08      2021 20201010 20210504 20211017 574040 438283 1634  3.90 462    NA  1.26 600    NA   .40   1.80  -1.05    .76   1.51   -.64    .87
