Time,f,d,t,t2,rh,ps,sw_in,sw_out,lw_in,lw_out,HS,HS2,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2022 00:00:00,8.52916141390836,NaN,-10.0002386378062,NaN,97.9208124717355,828.798333479204,0,0,270.191585521756,261.049439655121,NaN,NaN,NaN,0.874414262655502,0,0,0,0.874414262655502
01-Jan-2022 01:00:00,8.75249432270965,NaN,-9.98095331109481,NaN,97.9149609565636,828.194045439472,0,0,270.194129162976,261.127507086975,NaN,NaN,NaN,0.874485334148126,0,0,0,0.874485334148126
01-Jan-2022 02:00:00,8.17889123523196,NaN,-10.062857297851,NaN,97.9088693868538,827.838333479204,0,0,264.021074200779,260.919321363112,NaN,NaN,NaN,0.874556405640749,1.3346800101545e-05,1.3346800101545e-05,0,0.874556405640749
01-Jan-2022 03:00:00,7.47584024730909,NaN,-10.5743194704081,NaN,97.0774757350362,827.092994759163,0,0,241.597246637668,259.30377336317,NaN,NaN,NaN,0.874627477133373,0,0,0,0.874627477133373
01-Jan-2022 04:00:00,7.25271602413726,NaN,-10.9285178051628,NaN,97.3166822831398,826.148706719432,0,0,238.135488561024,257.950678797709,NaN,NaN,NaN,0.874698548625997,4.8686649613621e-05,4.8686649613621e-05,0,0.874698548625997
01-Jan-2022 05:00:00,8.08801717283687,NaN,-10.8352724050124,NaN,97.9331159095414,825.274570779627,0,0,257.967364876888,257.927921923084,NaN,NaN,NaN,0.87476962011862,0,0,0,0.87476962011862
01-Jan-2022 06:00:00,10.3673034712303,NaN,-10.5497132976517,NaN,97.9067858342372,824.480434839822,0,0,267.772629425236,258.87928908614,NaN,NaN,NaN,0.874840691611244,0.000124619750183193,0.000124619750183193,0,0.874840691611244
01-Jan-2022 07:00:00,11.5685857431573,NaN,-11.4619029679432,NaN,97.8627968013325,823.828028149879,0,0,264.672027802358,255.288918141438,NaN,NaN,NaN,0.874911763103868,0,0,0,0.874911763103868
01-Jan-2022 08:00:00,12.9486396325097,NaN,-12.2024257833229,NaN,97.8185900114682,822.860960179977,0,0,261.94633212021,252.406353253127,NaN,NaN,NaN,0.874982834596491,2.8006950589424e-05,2.8006950589424e-05,0,0.874982834596491
01-Jan-2022 09:00:00,13.7221571113315,NaN,-14.0800588513621,NaN,93.9849546377244,821.729757399741,0,0,255.360603881821,245.202234720409,NaN,NaN,NaN,0.875053906089115,1.31335038634001e-06,1.31335038634001e-06,0,0.875053906089115
01-Jan-2022 10:00:00,14.8643991348049,NaN,-14.2921287813036,NaN,94.0494607666916,820.665469360009,0,0,248.737468732447,244.516108236577,NaN,NaN,NaN,0.875124977581738,0,0,0,0.875124977581738
01-Jan-2022 11:00:00,16.3429903856398,NaN,-13.7482084658469,NaN,92.9677745528449,819.431858760359,0,0,240.594579447273,246.782536763887,NaN,NaN,NaN,0.875196049074362,0.00025,0.00025,0,0.875196049074362
01-Jan-2022 12:00:00,17.7427783359993,NaN,-13.9269417846992,NaN,90.5921636447193,817.455995829635,11.996239559366,10.499914056758,240.44424524429,246.092844263535,NaN,NaN,NaN,0.875267120566986,0.000170296625528796,0.000170296625528796,0,0.875267120566986
